"Name","SI","Handles","VM","WS","PM","NPM","Path","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","BasePriority","ExitCode","HasExited","ExitTime","Handle","SafeHandle","HandleCount","Id","MachineName","MainWindowHandle","MainWindowTitle","MainModule","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize","NonpagedSystemMemorySize64","PagedMemorySize","PagedMemorySize64","PagedSystemMemorySize","PagedSystemMemorySize64","PeakPagedMemorySize","PeakPagedMemorySize64","PeakWorkingSet","PeakWorkingSet64","PeakVirtualMemorySize","PeakVirtualMemorySize64","PriorityBoostEnabled","PriorityClass","PrivateMemorySize","PrivateMemorySize64","PrivilegedProcessorTime","ProcessName","ProcessorAffinity","Responding","SessionId","StartInfo","StartTime","SynchronizingObject","Threads","TotalProcessorTime","UserProcessorTime","VirtualMemorySize","VirtualMemorySize64","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet","WorkingSet64","Site","Container"
"svchost","0","415","2203431100416","4169728","5492736","19896","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","52.84375","10.0.18362.1 (WinBuild.160101.0800)","10.0.18362.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"6476","Microsoft.Win32.SafeHandles.SafeProcessHandle","415","4016",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","19896","19896","5492736","5492736","145536","145536","5808128","5808128","16330752","16330752","118644736","2203436867584","True","Normal","5492736","5492736","00:00:27.7343750","svchost","4095","True","0","System.Diagnostics.ProcessStartInfo","10/24/2020 4:20:09 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:52.8437500","00:00:25.1093750","112877568","2203431100416","False",,,,"4169728","4169728",,
"svchost","0","485","2203408891904","6774784","3973120","18816","C:\WINDOWS\System32\svchost.exe","Microsoft Corporation","5.296875","10.0.18362.1 (WinBuild.160101.0800)","10.0.18362.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"6484","Microsoft.Win32.SafeHandles.SafeProcessHandle","485","4060",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","18816","18816","3973120","3973120","128696","128696","5447680","5447680","14118912","14118912","112779264","2203431002112","True","Normal","3973120","3973120","00:00:02.7656250","svchost","4095","True","0","System.Diagnostics.ProcessStartInfo","10/24/2020 4:20:09 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:05.2968750","00:00:02.5312500","90669056","2203408891904","False",,,,"6774784","6774784",,
"svchost","0","292","2203425525760","7946240","3325952","16952","C:\WINDOWS\System32\svchost.exe","Microsoft Corporation","2.296875","10.0.18362.1 (WinBuild.160101.0800)","10.0.18362.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"6292","Microsoft.Win32.SafeHandles.SafeProcessHandle","292","4068",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","16952","16952","3325952","3325952","150632","150632","5971968","5971968","15917056","15917056","157503488","2203475726336","True","Normal","3325952","3325952","00:00:01.5312500","svchost","4095","True","0","System.Diagnostics.ProcessStartInfo","10/24/2020 4:20:09 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:02.2968750","00:00:00.7656250","107302912","2203425525760","False",,,,"7946240","7946240",,
"svchost","0","504","2203421843456","6922240","2551808","11472","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","35.1875","10.0.18362.1 (WinBuild.160101.0800)","10.0.18362.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"6732","Microsoft.Win32.SafeHandles.SafeProcessHandle","504","4144",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","11472","11472","2551808","2551808","112032","112032","3784704","3784704","12177408","12177408","115879936","2203434102784","True","Normal","2551808","2551808","00:00:29.6250000","svchost","4095","True","0","System.Diagnostics.ProcessStartInfo","10/24/2020 4:22:59 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:35.1875000","00:00:05.5625000","103620608","2203421843456","False",,,,"6922240","6922240",,
"svchost","0","183","2203397935104","2539520","2084864","10544","C:\WINDOWS\System32\svchost.exe","Microsoft Corporation","1.046875","10.0.18362.1 (WinBuild.160101.0800)","10.0.18362.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"6708","Microsoft.Win32.SafeHandles.SafeProcessHandle","183","4384",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","10544","10544","2084864","2084864","84344","84344","2334720","2334720","8503296","8503296","84955136","2203403177984","True","Normal","2084864","2084864","00:00:00.6406250","svchost","4095","True","0","System.Diagnostics.ProcessStartInfo","10/24/2020 4:20:09 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.0468750","00:00:00.4062500","79712256","2203397935104","False",,,,"2539520","2539520",,
"svchost","0","370","2203768668160","40677376","44384256","29616","C:\WINDOWS\System32\svchost.exe","Microsoft Corporation","515.890625","10.0.18362.1 (WinBuild.160101.0800)","10.0.18362.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"6928","Microsoft.Win32.SafeHandles.SafeProcessHandle","370","4708",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","29616","29616","44384256","44384256","138456","138456","925884416","925884416","808325120","808325120","1175851008","2204494073856","True","Normal","44384256","44384256","00:04:45.1093750","svchost","4095","True","0","System.Diagnostics.ProcessStartInfo","10/24/2020 4:20:09 PM",,"System.Diagnostics.ProcessThreadCollection","00:08:35.8906250","00:03:50.7812500","450445312","2203768668160","False",,,,"40677376","40677376",,
"svchost","0","544","2203510996992","27230208","25763840","27248","C:\WINDOWS\System32\svchost.exe","Microsoft Corporation","55.796875","10.0.18362.1 (WinBuild.160101.0800)","10.0.18362.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"1652","Microsoft.Win32.SafeHandles.SafeProcessHandle","544","4724",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","27248","27248","25763840","25763840","190560","190560","59162624","59162624","68349952","68349952","243806208","2203562029056","True","Normal","25763840","25763840","00:00:32.3906250","svchost","4095","True","0","System.Diagnostics.ProcessStartInfo","10/24/2020 4:20:09 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:55.7968750","00:00:23.4062500","192774144","2203510996992","False",,,,"27230208","27230208",,
"svchost","0","135","2203390898176","1687552","1638400","9280","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","0.046875","10.0.18362.1 (WinBuild.160101.0800)","10.0.18362.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"6052","Microsoft.Win32.SafeHandles.SafeProcessHandle","135","4752",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9280","9280","1638400","1638400","71016","71016","1912832","1912832","7000064","7000064","76349440","2203394572288","True","Normal","1638400","1638400","00:00:00.0312500","svchost","4095","True","0","System.Diagnostics.ProcessStartInfo","10/24/2020 4:20:09 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0468750","00:00:00.0156250","72675328","2203390898176","False",,,,"1687552","1687552",,
"svchost","0","205","2203426304000","5808128","2654208","11784","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","0.53125","10.0.18362.1 (WinBuild.160101.0800)","10.0.18362.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"1528","Microsoft.Win32.SafeHandles.SafeProcessHandle","205","4760",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","11784","11784","2654208","2654208","104168","104168","4038656","4038656","9269248","9269248","114688000","2203432910848","True","Normal","2654208","2654208","00:00:00.3281250","svchost","4095","True","0","System.Diagnostics.ProcessStartInfo","10/24/2020 4:20:09 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.5312500","00:00:00.2031250","108081152","2203426304000","False",,,,"5808128","5808128",,
"svchost","0","157","2203387117568","2297856","1634304","7240","C:\WINDOWS\System32\svchost.exe","Microsoft Corporation","0.140625","10.0.18362.1 (WinBuild.160101.0800)","10.0.18362.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"5776","Microsoft.Win32.SafeHandles.SafeProcessHandle","157","4804",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","7240","7240","1634304","1634304","63152","63152","2285568","2285568","5939200","5939200","79904768","2203398127616","True","Normal","1634304","1634304","00:00:00.0781250","svchost","4095","True","0","System.Diagnostics.ProcessStartInfo","10/24/2020 4:20:09 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1406250","00:00:00.0625000","68894720","2203387117568","False",,,,"2297856","2297856",,
"svchost","0","219","2203412209664","2699264","2678784","12936","C:\WINDOWS\System32\svchost.exe","Microsoft Corporation","0.125","10.0.18362.1 (WinBuild.160101.0800)","10.0.18362.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"6352","Microsoft.Win32.SafeHandles.SafeProcessHandle","219","4936",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","12936","12936","2678784","2678784","87048","87048","2924544","2924544","7806976","7806976","97656832","2203415879680","True","Normal","2678784","2678784","00:00:00.0781250","svchost","4095","True","0","System.Diagnostics.ProcessStartInfo","10/24/2020 4:20:09 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1250000","00:00:00.0468750","93986816","2203412209664","False",,,,"2699264","2699264",,
"svchost","0","215","2203403513856","4071424","3231744","12088","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","1.5","10.0.18362.1 (WinBuild.160101.0800)","10.0.18362.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"8136","Microsoft.Win32.SafeHandles.SafeProcessHandle","215","5340",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","12088","12088","3231744","3231744","91176","91176","3960832","3960832","11718656","11718656","90976256","2203409199104","True","Normal","3231744","3231744","00:00:01.4062500","svchost","4095","True","0","System.Diagnostics.ProcessStartInfo","10/24/2020 4:20:09 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.5000000","00:00:00.0937500","85291008","2203403513856","False",,,,"4071424","4071424",,
"svchost","0","398","2203474264064","10387456","5705728","17448","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","20.453125","10.0.18362.1 (WinBuild.160101.0800)","10.0.18362.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3764","Microsoft.Win32.SafeHandles.SafeProcessHandle","398","5712",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","17448","17448","5705728","5705728","152840","152840","32149504","32149504","41877504","41877504","171274240","2203489497088","True","Normal","5705728","5705728","00:00:05.6562500","svchost","4095","True","0","System.Diagnostics.ProcessStartInfo","10/24/2020 4:22:20 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:20.4531250","00:00:14.7968750","156041216","2203474264064","False",,,,"10387456","10387456",,
"svchost","0","136","2203390754816","3080192","1634304","8328","C:\WINDOWS\System32\svchost.exe","Microsoft Corporation","0.140625","10.0.18362.1 (WinBuild.160101.0800)","10.0.18362.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"7804","Microsoft.Win32.SafeHandles.SafeProcessHandle","136","5732",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8328","8328","1634304","1634304","65392","65392","1945600","1945600","5685248","5685248","76201984","2203394424832","True","Normal","1634304","1634304","00:00:00.0781250","svchost","4095","True","0","System.Diagnostics.ProcessStartInfo","10/24/2020 4:20:09 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1406250","00:00:00.0625000","72531968","2203390754816","False",,,,"3080192","3080192",,
"svchost","0","228","2203401908224","4780032","2777088","12592",,,"0.515625",,,,,"Process","8",,,,,,"228","5748",".","0","",,,,,"12592","12592","2777088","2777088","83424","83424","3104768","3104768","10113024","10113024","88256512","2203406479360",,,"2777088","2777088","00:00:00.2968750","svchost",,"True","0","System.Diagnostics.ProcessStartInfo","10/24/2020 4:22:21 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.5156250","00:00:00.2187500","83685376","2203401908224","False",,,,"4780032","4780032",,
"svchost","0","490","2203444137984","9596928","4272128","30992","C:\WINDOWS\System32\svchost.exe","Microsoft Corporation","3.515625","10.0.18362.1 (WinBuild.160101.0800)","10.0.18362.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"2196","Microsoft.Win32.SafeHandles.SafeProcessHandle","490","5916",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","30992","30992","4272128","4272128","180800","180800","4820992","4820992","13279232","13279232","133271552","2203451494400","True","Normal","4272128","4272128","00:00:02.2968750","svchost","4095","True","0","System.Diagnostics.ProcessStartInfo","10/24/2020 4:20:09 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:03.5156250","00:00:01.2187500","125915136","2203444137984","False",,,,"9596928","9596928",,
"svchost","0","201","2203399323648","3465216","2461696","10880","C:\WINDOWS\System32\svchost.exe","Microsoft Corporation","0.078125","10.0.18362.1 (WinBuild.160101.0800)","10.0.18362.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"7040","Microsoft.Win32.SafeHandles.SafeProcessHandle","201","6000",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","10880","10880","2461696","2461696","81720","81720","2953216","2953216","9023488","9023488","85819392","2203404042240","True","Normal","2461696","2461696","00:00:00.0468750","svchost","4095","True","0","System.Diagnostics.ProcessStartInfo","10/25/2020 2:25:42 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0781250","00:00:00.0312500","81100800","2203399323648","False",,,,"3465216","3465216",,
"svchost","0","211","2203400294400","3923968","2416640","11560","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","3.84375","10.0.18362.1 (WinBuild.160101.0800)","10.0.18362.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"6224","Microsoft.Win32.SafeHandles.SafeProcessHandle","211","6068",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","11560","11560","2416640","2416640","89944","89944","2789376","2789376","9437184","9437184","88309760","2203406532608","True","Normal","2416640","2416640","00:00:02.2968750","svchost","4095","True","0","System.Diagnostics.ProcessStartInfo","10/24/2020 4:20:09 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:03.8437500","00:00:01.5468750","82071552","2203400294400","False",,,,"3923968","3923968",,
"svchost","0","329","2203432742912","12414976","6496256","16224","C:\WINDOWS\System32\svchost.exe","Microsoft Corporation","140.328125","10.0.18362.1 (WinBuild.160101.0800)","10.0.18362.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"1828","Microsoft.Win32.SafeHandles.SafeProcessHandle","329","6716",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","16224","16224","6496256","6496256","157456","157456","7049216","7049216","19230720","19230720","128565248","2203446788096","True","Normal","6496256","6496256","00:01:41.5000000","svchost","4095","True","0","System.Diagnostics.ProcessStartInfo","10/24/2020 4:20:10 PM",,"System.Diagnostics.ProcessThreadCollection","00:02:20.3281250","00:00:38.8281250","114520064","2203432742912","False",,,,"12414976","12414976",,
"svchost","0","134","2203388940288","2093056","1630208","8560","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","0.015625","10.0.18362.1 (WinBuild.160101.0800)","10.0.18362.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"7292","Microsoft.Win32.SafeHandles.SafeProcessHandle","134","6876",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8560","8560","1630208","1630208","67224","67224","1953792","1953792","7254016","7254016","76484608","2203394707456","True","Normal","1630208","1630208","00:00:00.0156250","svchost","4095","True","0","System.Diagnostics.ProcessStartInfo","10/24/2020 4:20:10 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0156250","00:00:00","70717440","2203388940288","False",,,,"2093056","2093056",,
"svchost","0","381","2203430297600","17031168","4825088","18504","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","0.109375","10.0.18362.1 (WinBuild.160101.0800)","10.0.18362.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"7480","Microsoft.Win32.SafeHandles.SafeProcessHandle","381","7000",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","18504","18504","4825088","4825088","138080","138080","5386240","5386240","17276928","17276928","114737152","2203432960000","True","Normal","4825088","4825088","00:00:00.0781250","svchost","4095","True","0","System.Diagnostics.ProcessStartInfo","11/1/2020 2:37:13 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1093750","00:00:00.0312500","112074752","2203430297600","False",,,,"17031168","17031168",,
"svchost","0","274","2203412541440","5365760","3121152","12856","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","2.078125","10.0.18362.1 (WinBuild.160101.0800)","10.0.18362.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"5056","Microsoft.Win32.SafeHandles.SafeProcessHandle","274","7104",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","12856","12856","3121152","3121152","114472","114472","5926912","5926912","16355328","16355328","119238656","2203437461504","True","Normal","3121152","3121152","00:00:01.2343750","svchost","4095","True","0","System.Diagnostics.ProcessStartInfo","10/24/2020 5:06:29 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:02.0781250","00:00:00.8437500","94318592","2203412541440","False",,,,"5365760","5365760",,
"svchost","0","323","2203462496256","17895424","5820416","16280","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","44.09375","10.0.18362.1 (WinBuild.160101.0800)","10.0.18362.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"5104","Microsoft.Win32.SafeHandles.SafeProcessHandle","323","7376",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","16280","16280","5820416","5820416","170360","170360","7577600","7577600","22843392","22843392","154767360","2203472990208","True","Normal","5820416","5820416","00:00:14.6562500","svchost","4095","True","0","System.Diagnostics.ProcessStartInfo","10/24/2020 4:23:28 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:44.0937500","00:00:29.4375000","144273408","2203462496256","False",,,,"17895424","17895424",,
"svchost","0","720","2203455315968","12218368","6266880","15024","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","28.046875","10.0.18362.1 (WinBuild.160101.0800)","10.0.18362.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"7076","Microsoft.Win32.SafeHandles.SafeProcessHandle","720","8212",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","15024","15024","6266880","6266880","149984","149984","18571264","18571264","38916096","38916096","235261952","2203553484800","True","Normal","6266880","6266880","00:00:22.9843750","svchost","4095","True","0","System.Diagnostics.ProcessStartInfo","10/24/2020 4:22:59 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:28.0468750","00:00:05.0625000","137093120","2203455315968","False",,,,"12218368","12218368",,
"svchost","0","161","2203399962624","4112384","2060288","9256","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","61.203125","10.0.18362.1 (WinBuild.160101.0800)","10.0.18362.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4028","Microsoft.Win32.SafeHandles.SafeProcessHandle","161","8784",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9256","9256","2060288","2060288","84000","84000","3112960","3112960","12136448","12136448","95469568","2203413692416","True","Normal","2060288","2060288","00:00:32.1875000","svchost","4095","True","0","System.Diagnostics.ProcessStartInfo","10/25/2020 11:30:59 AM",,"System.Diagnostics.ProcessThreadCollection","00:01:01.2031250","00:00:29.0156250","81739776","2203399962624","False",,,,"4112384","4112384",,
"svchost","0","414","2203431555072","11243520","4153344","19480","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","1.109375","10.0.18362.1 (WinBuild.160101.0800)","10.0.18362.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"5388","Microsoft.Win32.SafeHandles.SafeProcessHandle","414","8956",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","19480","19480","4153344","4153344","166832","166832","5152768","5152768","19288064","19288064","122900480","2203441123328","True","Normal","4153344","4153344","00:00:00.7031250","svchost","4095","True","0","System.Diagnostics.ProcessStartInfo","10/24/2020 4:20:13 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.1093750","00:00:00.4062500","113332224","2203431555072","False",,,,"11243520","11243520",,
"svchost","0","485","2203762720768","19222528","18894848","355120","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","36.546875","10.0.18362.1 (WinBuild.160101.0800)","10.0.18362.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"7776","Microsoft.Win32.SafeHandles.SafeProcessHandle","485","9556",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","355120","355120","18894848","18894848","447424","447424","55791616","55791616","52764672","52764672","528093184","2203846316032","True","Normal","18894848","18894848","00:00:26.5156250","svchost","4095","True","0","System.Diagnostics.ProcessStartInfo","10/24/2020 4:20:14 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:36.5468750","00:00:10.0312500","444497920","2203762720768","False",,,,"19222528","19222528",,
"svchost","0","708","2203469508608","18350080","13553664","19944","C:\WINDOWS\System32\svchost.exe","Microsoft Corporation","11.9375","10.0.18362.1 (WinBuild.160101.0800)","10.0.18362.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"5220","Microsoft.Win32.SafeHandles.SafeProcessHandle","708","11120",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","19944","19944","13553664","13553664","220424","220424","14962688","14962688","34492416","34492416","186777600","2203505000448","True","Normal","13553664","13553664","00:00:05.3281250","svchost","4095","True","0","System.Diagnostics.ProcessStartInfo","10/24/2020 4:20:16 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:11.9375000","00:00:06.6093750","151285760","2203469508608","False",,,,"18350080","18350080",,
"svchost","0","398","2203449937920","13082624","5763072","19744","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","10.25","10.0.18362.1 (WinBuild.160101.0800)","10.0.18362.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"5896","Microsoft.Win32.SafeHandles.SafeProcessHandle","398","11332",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","19744","19744","5763072","5763072","203576","203576","6184960","6184960","22605824","22605824","142483456","2203460706304","True","Normal","5763072","5763072","00:00:07.5781250","svchost","4095","True","0","System.Diagnostics.ProcessStartInfo","10/24/2020 4:20:19 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:10.2500000","00:00:02.6718750","131715072","2203449937920","False",,,,"13082624","13082624",,
"svchost","1","424","2203469791232","29405184","10964992","18184","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","113.203125","10.0.18362.1 (WinBuild.160101.0800)","10.0.18362.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4492","Microsoft.Win32.SafeHandles.SafeProcessHandle","424","11804",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","18184","18184","10964992","10964992","209704","209704","13824000","13824000","35938304","35938304","166572032","2203484794880","True","Normal","10964992","10964992","00:00:59.9687500","svchost","4095","True","1","System.Diagnostics.ProcessStartInfo","10/24/2020 4:23:27 PM",,"System.Diagnostics.ProcessThreadCollection","00:01:53.2031250","00:00:53.2343750","151568384","2203469791232","False",,,,"29405184","29405184",,
"svchost","0","279","2203413876736","11612160","3977216","13976","C:\WINDOWS\System32\svchost.exe","Microsoft Corporation","6.28125","10.0.18362.1 (WinBuild.160101.0800)","10.0.18362.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"6792","Microsoft.Win32.SafeHandles.SafeProcessHandle","279","12368",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","13976","13976","3977216","3977216","116936","116936","5308416","5308416","22089728","22089728","120426496","2203438649344","True","Normal","3977216","3977216","00:00:02.8750000","svchost","4095","True","0","System.Diagnostics.ProcessStartInfo","10/24/2020 4:23:32 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:06.2812500","00:00:03.4062500","95653888","2203413876736","False",,,,"11612160","11612160",,
"svchost","0","177","2203413024768","7385088","2134016","9840","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","0.625","10.0.18362.1 (WinBuild.160101.0800)","10.0.18362.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"6916","Microsoft.Win32.SafeHandles.SafeProcessHandle","177","13704",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9840","9840","2134016","2134016","108232","108232","2355200","2355200","8347648","8347648","98476032","2203416698880","True","Normal","2134016","2134016","00:00:00.5468750","svchost","4095","True","0","System.Diagnostics.ProcessStartInfo","10/26/2020 10:09:53 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.6250000","00:00:00.0781250","94801920","2203413024768","False",,,,"7385088","7385088",,
"svchost","0","187","2203405516800","12341248","3989504","11736",,,"0.078125",,,,,"Process","8",,,,,,"187","13708",".","0","",,,,,"11736","11736","3989504","3989504","93720","93720","4530176","4530176","12771328","12771328","93220864","2203411443712",,,"3989504","3989504","00:00:00.0312500","svchost",,"True","0","System.Diagnostics.ProcessStartInfo","11/1/2020 2:34:20 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0781250","00:00:00.0468750","87293952","2203405516800","False",,,,"12341248","12341248",,
"svchost","0","788","2204066496512","32780288","295682048","102312","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","278.6875","10.0.18362.1 (WinBuild.160101.0800)","10.0.18362.1","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"5676","Microsoft.Win32.SafeHandles.SafeProcessHandle","788","16496",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","102312","102312","295682048","295682048","309936","309936","401170432","401170432","189308928","189308928","803835904","2204122058752","True","Normal","295682048","295682048","00:01:33.2343750","svchost","4095","True","0","System.Diagnostics.ProcessStartInfo","10/24/2020 9:02:18 PM",,"System.Diagnostics.ProcessThreadCollection","00:04:38.6875000","00:03:05.4531250","748273664","2204066496512","False",,,,"32780288","32780288",,
